0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,5,4,7,51,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0
11,0,0,0,0,11,1,0,0,0,0,0,0,0,2,0,3,7,8,7,58,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,2,3,11,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
3,0,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,0,0,0,0
29,0,0,0,0,18,0,2,0,0,0,0,0,0,0,0,2,14,13,17,142,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,5,1,33,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
28,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,2,3,15,7,96,2,2,0,0
16,4,0,1,0,43,0,1,0,0,1,0,0,0,0,0,2,2,12,11,152,4,1,0,0
21,0,0,0,0,28,0,0,0,0,1,0,0,0,2,0,1,20,14,27,119,0,0,0,0
63,0,0,0,0,27,1,0,0,0,0,0,0,0,2,0,1,30,17,28,247,2,0,0,0
0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,4,2,2,15,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0,0,0,0,5,1,0,0,0,1,0,0,0,2,0,1,8,3,6,28,1,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,0,0,0,0,22,0,0,0,0,0,0,0,0,2,0,0,16,15,22,105,1,0,0,0
27,1,0,0,0,38,0,0,0,0,0,0,0,0,1,0,0,6,38,19,171,0,0,0,0
1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0
9,2,0,1,0,19,0,0,1,0,0,0,0,0,1,0,0,4,4,7,72,2,2,0,0
20,0,0,1,0,32,0,0,0,0,0,0,0,0,2,0,0,27,7,25,133,0,0,0,0
3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,0,0,4,0
9,0,0,0,0,21,0,1,0,0,0,0,0,0,2,0,0,9,13,17,96,1,0,0,0
4,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,2,0,3,20,0,0,0,0
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0
73,0,0,2,0,39,2,1,0,0,2,0,0,0,0,0,2,32,13,36,222,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27,3,0,1,0,38,0,2,0,0,0,0,0,0,1,0,3,11,6,13,143,1,0,0,0
4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,2,18,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,7,2,8,49,0,0,0,0
3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,0,3,10,0,0,0,0
3,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,4,8,0,0,0,0
5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,1,12,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0
5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
41,0,0,0,1,33,0,0,0,0,0,0,0,0,0,0,0,6,7,8,104,5,1,0,0
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0
2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,2,4,14,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,6,1,10,33,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23,2,0,0,0,21,0,1,0,0,0,0,0,0,0,0,5,5,6,16,82,3,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,0,0,1,0,12,0,0,0,0,0,0,0,0,3,0,0,5,4,2,40,0,0,0,0
9,2,0,0,0,17,0,0,0,0,0,0,0,0,1,0,1,4,6,5,62,2,0,0,0
11,0,0,0,1,13,0,1,0,0,0,0,0,0,0,0,2,5,1,6,49,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,0,0,0
5,0,0,1,0,8,0,0,0,0,0,0,0,0,1,0,0,6,6,6,31,0,0,0,0
6,1,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,3,6,2,22,0,0,0,0
10,2,0,0,0,16,1,0,0,0,1,0,0,0,0,0,0,8,7,14,46,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,4,20,0,0,0,0
65,0,0,0,0,36,0,2,0,0,0,0,0,0,1,0,1,37,29,60,185,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
57,0,0,0,0,57,0,1,0,0,0,0,0,0,1,0,0,30,16,28,179,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,1,0,0
21,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,9,5,71,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
15,1,0,0,0,7,0,0,0,0,0,0,0,1,2,0,0,1,5,2,36,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,1,0,0,0,21,0,1,0,0,0,0,0,0,1,0,1,27,4,31,117,3,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,0
8,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,2,6,3,37,1,0,0,0
13,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,4,6,1,48,2,0,0,0
12,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,6,3,7,26,1,0,0,0
2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,6,2,15,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,15,0,1,0,0
